name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
Maddur Vada - Air Fryer,https://www.vahrehvah.com/maddur-vada-air-fryer,"Maddur vada is a type of onion vadai but unique in taste. This vada is made of all-purpose flour, rice flour and semolina which are mixed together with a spoon of ghee and added with some finely chopped onions, spiced with green chillies, flavoured with ginger, curry leaves, coriander leaves and hing. All ingredients are mixed well to make a stiff dough. A small amount of dough is taken, made into the shape of a patty and fried in the air fryer until golden in colour.",Vahchef,8 mins,10 mins,10 mins,"8314, 8315, 8316, 8317, 8318, 8319, 8320, 8321, 8322, 8323, 8324, 8314, 8315, 8316, 8317, 8318, 8319, 8320, 8321, 8322, 8323, 8324","Preheat the air fryer at 160 degrees C for 7 to 8 minutes.
Take a bowl and add rice flour, maida, semolina, ghee and crumb it.
In the same bowl, add chopped green chilies, coriander leaves, curry leaves, chili flakes, fresh coconut, ginger, onions and mix all the ingredients.
Adding little by little water, mix to make a stiff dough.
Make this into small balls and shape as Maddur Wada.
Air fry at 160 degrees C for 7 to 8 minutes.Serve hot with coconut chutney or any pickle.",3.7,59,445,4,21,NULL,7,40,270,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/5128cdf1b662c196503aabb4b02d522d.JPG
Masala Stuffed Okra - Air Fryer,https://www.vahrehvah.com/masala-stuffed-okra-air-fryer,"Masala stuffed Okra or Crispy Masala Bhindi/ Okra is a very appetizing and alluring side-dish to eat that goes well with sambar rice or curd rice. Tender Okras are slit and stuffed with a amalgamation of amazing aromatic spicy and tangy spices, air fried for just for 7 to 8 minutes until cooked and crisp.",Vahchef,5 mins,8 mins,8 mins,"9183, 8434, 9184, 8534, 9185, 9186, 9013, 9187, 9188, 8397, 9183, 8434, 9184, 8534, 9185, 9186, 9013, 9187, 9188, 8397","1.Preheat the air fryer at 180 degree C. 2.Slit the Bhendi (ladys finger) and keep aside. 3.Take a bowl and add turmeric pd, chilli pd, coriander pd, cumin pd, chaat masala, salt, chickpea flour, few drops of oil and lime juice. Mix to make a paste. 4.Stuff this masala inside the okra. 5.Put the stuffed okra in the air fryer and cook at 180 degree C for 7 minutes.",3.5,89,37.4,4,0.2,NULL,1.9,0,7,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/172769063516e44c93db4d394f4656a6.JPG
Crispy Fried Tomatoes with Pizza Flavor,https://www.vahrehvah.com/crispy-fried-tomatoes-with-pizza-flavor,"Crispy fried tomatoes are a dazzling and yummy snack that has a fantastic crispy texture on the outer side and soft and juicy inside. One bite, the tomato explodes chucking out a blend of exotic pizza taste flavors that is truly extraordinaire. Inside is a combination of aroma from the basil, oregano, spiced with little red chili flakes, pepper powder, garlicky flavor and a tinge of zest from vinegar.",Vahchef,5 mins,5 mins,5 mins,"9189, 9190, 9191, 9192, 9193, 9194, 9195, 8334, 9196, 9197, 9198, 9199, 9189, 9190, 9191, 9192, 9193, 9194, 9195, 8334, 9196, 9197, 9198, 9199","Preheat the air fryer at 180 degrees C for 4 minutes.
Take a bowl and some crushed garlic, pepper powder, red chili flakes, oregano, basil, vinegar, oil and mix all the ingredient adding a little salt.
Take tomato wedges and coat the mixture with help of a spoon.
Prepare the mixture with flour, egg, bread crumbs in different plates.
Take the coated tomato wedges, dip it in the flour then in egg twice and followed with a coating of bread crumbs.
Put them in the air fryer and cook at 180 degrees C for 2 minutes.
Take them out of the air fryer, coat with oil and again put and cook at 160 degrees C for another 3 minutes.
Sprinkle grated cheese on the top of the wedges.",2.6667,3,21,4,0.2,NULL,0.9,0,5,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/5ad2256cbff9d030fd01f593ff55c282.JPG
Spicy Crumb Fried Beans,https://www.vahrehvah.com/spicy-crumb-fried-beans,Spicy crumb fried beans is a brilliant way of making spicy batter coated fried beans in an airfryer that gives you a crispy snack to eat. ,Vahchef,5 mins,7 mins,7 mins,"9200, 9201, 9202, 9203, 8334, 9204, 9205, 9206, 9200, 9201, 9202, 9203, 8334, 9204, 9205, 9206","Preheat the air fryer at 180 degree centigrade for 3 minutes.
In a bowl, add flour, chaat masala, garam masala, chilli powder, salt and mix well.
Beat eggs and keep aside and in another plate keep the bread crumbs.
Take tender beans, first coat them with flour and then dip in egg mixture, repeat the same procedure for about 2-3 times and at last coat it with the bread crumbs. Repeat with all the remaining beans.
Put them in the air fryer and cook at 180 degree centigrade for 4 minutes.
Open the air fryer, coat the beans with little oil and again fry for 3 minutes.",2.9800,50,346.8,4,1.2,NULL,21,0,12,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/13dc9cebffd9c275acd8ad2507c84c52.JPG
Mouth Watering Stuffed Mushroom Recipe ,https://www.vahrehvah.com/tandoor-style-mushroom-kisses,"Large mushroom caps are filled with a blend of spicy and tangy stuffing mix, adding a unique taste on the bite. The outer tandoori masala coating enhances the taste of the mushroom and lends extra flavor. This awesome air fried stuffed mushroom is truly extraordinaire to taste, highly nutritious and a very healthy snack to start the meal.",Vahchef,7 mins,10 mins,10 mins,"9207, 9208, 8320, 9209, 9210, 8334, 9211, 9212, 8908, 9213, 8799, 8986, 9214, 9215, 8669, 9207, 9208, 8320, 9209, 9210, 8334, 9211, 9212, 8908, 9213, 8799, 8986, 9214, 9215, 8669","Preheat the air fryer at 180 degrees C.
Firstly prepare the mushroom stuffing by adding mash potato, chopped coriander leaves, green chillies, pressed green peas, salt, and lemon juice. Mix and keep aside.
For making the tandoori marination for mushrooms, take a bowl and add hung curd, chili powder, chaat masala, kasoori methi, garam masala powder, ginger garlic paste, roasted chana powder, and salt. Mix well to make a thick paste.
Marinate the mushrooms with this mixture.
Fill the potato mixture in the mushroom and then take the tooth pick and insert in the middle.
Before keeping the stuffed mushroom in the air fryer, coat them with little oil and then place the mushroom pieces in the air fryer at 180 degrees C for 6 to 7 minutes.
Remove and serve hot with mint chutney or any sauce of your choice.",3.7,59,28.3,4,0.3,NULL,3.1,0,5,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/3a4417c0f345d71a4de5629d7291f5b7.JPG
Aubergine Stuffed Cottage Cheese,https://www.vahrehvah.com/aubergine-stuffed-cottage-cheese,"Stuffed Eggplant or Aubergine Stuffed Cottage Cheese is an awesome and yummy snack made with eggplant that are cut on one side and scooped off with the inside fleshy vegetable which is mixed with little finely chopped onions, tomatoes, paneer (cottage cheese) and aromatic herbs that infuses the gravy with fantastic flavors which are stuffed into the aubergine and airfield until done.",Vahchef,5 mins,15 mins,15 mins,"9216, 8489, 9217, 9218, 8767, 9219, 9220, 9221, 9222, 8334, 9067, 9216, 8489, 9217, 9218, 8767, 9219, 9220, 9221, 9222, 8334, 9067","Preheat the air fryer at 180 degrees C.
Take the eggplants and scoop the inside flesh and fry them in the air fryer for 4 to 5 minutes.
In a pan, add onion, chopped garlic, tomatoes, scooped eggplant flesh, pepper, chopped capsicum, dried oregano, cottage cheese, tomato paste, and salt well.
Add salt to taste and chopped coriander leaves.
Take the eggplant and stuff with the above mixture and then cover the top of the eggplant and seal.
Air fry at 180 degrees C for 4 to 5 minutes.",3.4,42,51.4,4,0.2,NULL,3.4,0,25,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/002e6aa6e6a704d3508e6a49e2a40570.JPG
Corn Mushroom Rice,https://www.vahrehvah.com/corn-mushroom-rice,"A classic combination of mushroom and corn cooked with butter gives out the intense earthy flavor of this particular rice preparation dish.

                               
",Vahchef,10 mins,10 mins,10 mins,"9223, 9224, 9225, 8932, 8931, 9226, 9227, 8558, 8589, 8334, 9228, 8774, 9223, 9224, 9225, 8932, 8931, 9226, 9227, 8558, 8589, 8334, 9228, 8774","Heat butter in a pan and add sweetcorn. Saute it adding cinnamon, cardamom, and cloves. Saute it for another 2minutes and then add finely chopped green chilies.
Now add mushroom pieces, pepper powder, curry leaves and salt.
Add cooked rice and mix it nicely. Mix it for 1-2 minutes and switch off the flame.
At last add coriander leaves. Serve it with raita.",2.8333,6,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/3a47d0006c2db1bebb8b8d5ca56fbc12.JPG
STREET STYLE BHUNA CHICKEN,https://www.vahrehvah.com/street-style-bhuna-chicken,"The dish bhuna chicken is an extension of that process where meat is added to the spices and then cooked in its own juices which result in deep strong flavors but very little sauce.The restaurant bhuna is a well-spiced curry with a thick sauce. 

		
	",Vahchef,5 mins,15 mins,15 mins,"9229, 9230, 9231, 9232, 9233, 9234, 9235, 8931, 9236, 8360, 8420, 9237, 8334, 9238, 9239, 8517, 9240, 9241, 9242, 9229, 9230, 9231, 9232, 9233, 9234, 9235, 8931, 9236, 8360, 8420, 9237, 8334, 9238, 9239, 8517, 9240, 9241, 9242","In a hot pan add dry red chili, coriander seeds, dry coconut pieces, peppercorns, cardamoms, cinnamon sticks, cloves, star anise dry roast all ingredients and transfer to plate and let it cool down.
In a blender add all roasted ingredients and make it into a fine powder.
Heat oil in a pan add curry leaves, chopped onions, salt saute it until the onions are golden brown.
Add turmeric powder, fennel powder, cumin powder, ginger garlic paste cook it till ginger garlic raw flavor is gone.
In this add chicken pieces mix it well and cook it for 5 minutes with the lid on.
After 5 minutes add tomato puree cook it for 2 minutes then add prepared masala and mix it well.
Finally, add cashew nuts powder mix it and cook it for 2 minutes then serve it with rice.",3.3696,46,234,4,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/170cb411158ca970c691c65b7ba0e45f.JPG
JOWAR ROTI UPMA,https://www.vahrehvah.com/jowhar-roti-upma,"Jowar roti upma is a smart and healthy use of left over sorghum millet breads, made in to tasty upma, best alternative for diabetic persons.

",Vahchef,5 mins,10 mins,10 mins,"8435, 9243, 9244, 8420, 9245, 9246, 9046, 8680, 9247, 9248, 9249, 8334, 8360, 8435, 9243, 9244, 8420, 9245, 9246, 9046, 8680, 9247, 9248, 9249, 8334, 8360","In a mixie jar add jowar rotis and make them like a coarse powder.
Heat oil in a pan, add mustard seeds, cumin seeds, urad dal, chana dal, curry leaves, ginger and saute them.
Now add onions, green chilies, salt and fry them, now add jowar roti powder, some water, coriander leaves, lemon juice, and cook for 4-5 minutes and serve hot.",3.7,59,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/daed38e40234ad4b2a792368e05731b0.JPG
BOILED YAM FRY ,https://www.vahrehvah.com/boilled-yam-fry,"Boiled elephant yam steaks dusted with Indian spices and grilled till crispy.


",Vahchef,15 mins,20 mins,20 mins,"9250, 8620, 9124, 9251, 8334, 9252, 8332, 9253, 8360, 9250, 8620, 9124, 9251, 8334, 9252, 8332, 9253, 8360","In a pressure cooker add yam pieces, salt, garam masala, coriander powder, lemon juice, red chili powder, ginger, and garlic paste and boil until 4-5 whistles.
Heat Tawa pour some oil, fry the yam pieces till they a brown color and serve.",3.1111,9,119.8,6,0.2,NULL,1.5,0,9,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/643c4309d8c92ccf9d5480f6b0e1a76d.JPG
JOWAR ROTI KICHIDI ,https://www.vahrehvah.com/jowhar-roti-kichidi,"this healthy and nutritious pulse and cereal mixed khichdi is made
with left over millet bread cooked and tempered with Indian spices along with 
pulses.


",Vahchef,5 mins,10 mins,10 mins,"9254, 9255, 9256, 9257, 9258, 9259, 9260, 9261, 9262, 9263, 9264, 8811, 9254, 9255, 9256, 9257, 9258, 9259, 9260, 9261, 9262, 9263, 9264, 8811","Heat ghee in pan add mustard seeds, cumin seeds, red chilies, ginger, onions, green chilies and saut&eacute; them. Now add curry leaves, crush pepper, salt, turmeric powder, masoor dal, moong dal, water, and boil it. when the boilig water add jowar roti pieces, cover with the lid and cook for 10-15 mins Finally add coriander and serve hot.",3.7,59,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/f8815c24a9e3b6ef04aef27a85f14e69.JPG
Amritsari Macchi AirFryer,https://www.vahrehvah.com/amritsari-macchi-airfryer,"This mouth watering fried fish prepared with lot of spices is a popular street food of Amritsar.

",Vahchef,5 mins,8 mins,8 mins,"9265, 9266, 9267, 9268, 9269, 9270, 9271, 8740, 9272, 8341, 9273, 8360, 9265, 9266, 9267, 9268, 9269, 9270, 9271, 8740, 9272, 8341, 9273, 8360","In a mixing bowl, add in finely chopped ginger, garlic, green chilies, chili flakes (optional), ajwain seeds, pepper powder, chickpea flour, lemon juice, turmeric powder, salt. Mix well to make a thick batter by using water.
Marinate the fish pieces with little salt and lemon juice and keep aside.
Take the fish pieces and mix them well in the chickpea batter mixture until the pieces are coated well.
Preheat the Airfryer at 180 degree centigrade for 3 minutes.
Take wooden skewer and run them through the fish pieces. Put 2 fish pieces in each skewer, even coat evenly the batter one more time.
Pull the airfryer basket and carefully place the skewers. Air-fry the fish pieces for about another another 7-8 minutes.
After 4 minutes, pull out the basket and brush the pieces with little oil and close. Remove and serve it hot.",3.2000,15,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/16a62d8229d242912fc9718553b16dc7.JPG
Coxinha AirFryer,https://www.vahrehvah.com/coxinha-airfryer,Coxinha is a popular street food snack in Brazil. A savory dough shaped into a drumstick around a creamy chicken salad filling.,Vahchef,5 mins,7 mins,7 mins,"9274, 9275, 9276, 9277, 8558, 8738, 9278, 8334, 8366, 8669, 9279, 9280, 9281, 9274, 9275, 9276, 9277, 8558, 8738, 9278, 8334, 8366, 8669, 9279, 9280, 9281","For the stuffing, take a mixing bowl and Add in the chicken pieces, onions, carrot, garlic, pepper powder, cream, cheese, salt and mix well.&nbsp;
For the outer casing: In a mixing bowl, add in the flour, pinch of salt and a little oil and combine all ingredients well.
Add little chicken stock and knead to make a slightly stiff dough.
Take a portion of the dough and with help of rolling pin, roll into a thin sheet. With help of a round cutter, cut them into roundels and keep aside.
Put some stuffing in each roundel and bring the edges close and seal the dumpling. Complete the remaining and keep aside.
Beat the eggs and keep aside. Take each dumpling and dip them in the beaten egg mixture, remove and toss them over some bread crumbs. Remove and keep aside.
Brush the coated dumplings with a little oil.
Preheat the Airfryer at 180 degrees C for 3 minutes.
Pull out the basket and drop the dumplings inside and air fry for 7 minutes.
Remove and serve with any mayonnaise based sauce.",3.7,59,234,2,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d6caa82d8e6e196e79915cf15c932378.JPG
Kara Sev AirFryer,https://www.vahrehvah.com/kara-sev-airfryer,Kara sev is a popular and easy to make Diwali snack recipe.,Vahchef,25 mins,8 mins,8 mins,"8354, 9282, 9283, 8394, 9284, 8334, 9285, 8363, 8354, 9282, 9283, 8394, 9284, 8334, 9285, 8363","Combine butter, chickpea flour, rice flour, turmeric powder, ajwain seeds, salt, cooking soda in a mixing bowl. Mix well (short crust pastry method).
Add little by little water and mix to make stiff dough.
Divide the dough into two portions and drop one portion of the dough in the press mould.
Press the mould and cut the strings to required size. Repeat the same with the other portion of the dough.
Preheat the airfryer at 180 degree centigrade for 3-4 minutes.
Open the basket and drop the Kara sev strings in air-fry at 180 degree centigrade for 7-8 more minutes. Remove, cool and serve.",3.1538,26,370,4,6,NULL,22,0,64,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d2b7375a263945b90c056b97abc4cdd8.JPG
Pepper Chilli Prawns AirFryer,https://www.vahrehvah.com/pepper-chilli-prawns-airfryer,Prawn fry is considered to be the signature dish of Kerala. It is very easy and tasty recipe.,Vahchef,12 mins,6 mins,6 mins,"9286, 9287, 9288, 9289, 9147, 9290, 9291, 9292, 9129, 9293, 8705, 8688, 8360, 9294, 9286, 9287, 9288, 9289, 9147, 9290, 9291, 9292, 9129, 9293, 8705, 8688, 8360, 9294","In a mixing bowl, add in the small variety of prawns, beaten egg, green chilies, garlic, pepper powder, red chili paste, cornstarch, all- purpose flour, soya sauce, green chili sauce, sugar, vinegar, salt, and lemon juice.
Combine all ingredients well.
In a plate, put some bread crumbs. Drop the spice coated prawns in the bread crumbs and toss well so that they get coated well.
Dust off excess crumb mixture and shift it to another plate.&nbsp;
Preheat the Airfryer at 200 degrees C for 3 minutes.&nbsp;
Open the basket and drop the prawn pieces inside. Air-fry them at 200 degrees C for 3 minutes.
After 3 minutes, open the basket, brush the prawn pieces with little oil and again air fry for another 3 minutes.
Remove and serve hot.",4.0000,2,99.5,4,0.3,NULL,24,189,111,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/5808f522574893c11b5eeeeb054bcc08.JPG
Mathri Masala AirFryer,https://www.vahrehvah.com/mathri-masala-airfryer, This recipe is a delicious twist to traditional mathri filled with spicy besan. ,Vahchef,15 mins,7 mins,7 mins,"9295, 8334, 8827, 9271, 9296, 9297, 8611, 9298, 8853, 9295, 8334, 8827, 9271, 9296, 9297, 8611, 9298, 8853","In a mixing bowl, add in the all purpose flour, pinch of salt, cumin seeds, ajwain seeds, crushed coriander seeds, chili flakes, pepper powder, and ghee.
Combine all the ingredients and knead to make a stiff dough by adding enough water.
Take a portion of the dough and roll into a big chapatti. With the help of the biscuit cutter, cut into round shape and keep aside.
Preheat the air fryer at 180-degree&nbsp;centigrade for 3 minutes.
Remove the basket, arrange the biscuits on it and air fry at 180-degree&nbsp;centigrade for 4 minutes.
Open the basket, turn the mathris&nbsp;to another side and again air fry for another 4 minutes.
Remove, allow cooling and serving.",4.5000,4,353,4,1,NULL,10,0,2,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d515e8cc99d8b653c7ffbed888d72ef9.JPG
Nachos AirFryer,https://www.vahrehvah.com/nachos-airfryer,Nachos are a Tex Mex dish from northern Mexico. The dish is composed of tortilla chips covered with cheese or cheese-based sauce and is often served as a snack.,Vahchef,20 mins,7 mins,7 mins,"9299, 8366, 8334, 9300, 8625, 9299, 8366, 8334, 9300, 8625","Add a little water to the fresh sweet corn and grind to a fine paste.&nbsp;
In a bowl, add all-purpose flour, salt, chili powder, butter and combine the ingredients well.&nbsp;
Add the sweet corn puree and mix well. Knead to make a stiff dough. Preheat the Airfryer at 180
Preheat the Airfryer at 180 degrees C for 3 minutes.
Dust little flour, take the dough and with help of a rolling pin roll the dough to a thin sheet.
Cut them into desired shapes.
Pull out the basket, drop the nachos in the basket and air-fry for 6- 7 minutes.
Remove and serve with fresh homemade salsa.",2.4000,5,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/a9405f0fdba0c0e231166389136f44bd.JPG
SUGAR ROTI,https://www.vahrehvah.com/sugar-roti,"This roti makes amazing dessert, can serve it as breakfast or a snack.",Vahchef,10 mins,20 mins,20 mins,"9085, 9301, 8360, 9302, 9303, 9085, 9301, 8360, 9302, 9303","In a bowl add wheat flour, salt, oil and mix it, then add water and make into a soft dough and knead it well, keep it aside.
Divide the dough into equal portions, roll out each portion by adding dry flour.
Apply a teaspoon of ghee in each roti and spread sugar evenly.
Then fold it like a lachha paratha. Roll out again into a circle by using dry flour.
Heat a tava cook each roti, using ghee till golden brown.Now serve sugar roti",4.0000,13,400,4,0,NULL,0,0,1,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/e2c049dde3ff734bbfb62d92d647be01.JPG
DAL PARATHA,https://www.vahrehvah.com/dal-paratha,"Dal Paratha, this is best described as Indian stuffed flatbread. This delicious bread is filled with cooked chana dal and a variety of spices",Vahchef,15 mins,15 mins,15 mins,"9304, 8360, 9305, 9306, 8334, 9085, 9046, 9307, 9304, 8360, 9305, 9306, 8334, 9085, 9046, 9307","Heat oil in a pan add cumin seeds, finely chopped garlic, green chili, boiled toor dal, salt, cook this until dal mixture is dry. Transfer this
Transfer this to a plate and add chopped coriander and let it cool.
Divide the dough into roundels and roll each round a little flat and place some filling in the centre, close from all the sides. And roll as thin as possible.
Heat tava and fry the paratha using oil on both sides.Serve this with any pickle.",1.0000,2,346,2,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/1fa20d0125900a04d044334b3530dab9.JPG
LOBIA KI ROTI,https://www.vahrehvah.com/lobia-ki-roti,"Cowpeas, soaked overnight cooked, mashed and made into roti.",Vahchef,15 mins,10 mins,10 mins,"9308, 9309, 9046, 9249, 9085, 9310, 8360, 8334, 9308, 9309, 9046, 9249, 9085, 9310, 8360, 8334","In a blender add lobia (Soaked and boiled by adding salt) ginger, cumin seeds, green chilli, and make it into a paste.
Transfer this into a bowl and add wheat flour, chopped coriander, then mix it like a chapati dough.
Add some oil and knead it well. Divide the dough into equal portions and roll it like a small chapati by adding dry flour.
Heat tava and cook the chapatis using oil till brown on both sides. Serve hot.",3.5,89,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/f2d4f49df0ef305977297a954b5c632f.JPG
BOMBAY RAVA ROTI,https://www.vahrehvah.com/bombay-rava-roti,"These bombay rava roti's are super soft and very tasty, its best served for breakfast or dinner. It makes a delicious combination with pickle and curd. ",Vahchef,10 mins,15 mins,15 mins,"9311, 9312, 8334, 9313, 8360, 9311, 9312, 8334, 9313, 8360","In a blender add sooji rava and make it into a powder.
Heat water in a pan, once it comes to boil add salt, then add grated carrot, sooji powder, mix it well and cook it with closed lid on slow flame.
Transfer this into a bowl and add all purpose flour, mix it well.
Divide the dough into small roundels and dust it in flour and roll into small roti.
Heat tava and cook the small roti's using oil on both sides. Serve this with any chutney.",3.8158,38,445,4,21,NULL,7,40,270,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/48005bbbf45a648c4871985ec26bd4fb.JPG
BANANA CRUMBLE WITH CUSTARD,https://www.vahrehvah.com/banana-crumble-with-custard-2,"A pure vegetarian and low calorie dessert which smells heavenly and tastes divine. It has a fantastic crumble pie crust spread over with soft and creamy custard topped with slices of bananas, dry fruits, and nuts, glazed with little honey which give a pleasant caramelized shine over the Custard Banana. A pleasant mix of diary product, fruits and nuts to give a fantastic crunch on bite.
",Vahchef,10 mins,35 mins,35 mins,"9314, 8374, 8750, 9294, 9315, 8573, 9316, 9317, 9318, 9319, 9320, 9321, 9314, 8374, 8750, 9294, 9315, 8573, 9316, 9317, 9318, 9319, 9320, 9321","Firstly to prepare custard boil milk and add sugar in that. Keep on stirring.
Now add custard paste made custard powder and water. Keep mixing it till thickens.
Switch off the flame and in a bowl take bread crumbs, desiccated coconut powder, sugar, vanilla essence and condensed milk.
Mix all the ingredients and transfer it on a aluminium base pie tray and set with your fingers equally.
Now just pour all the custard mixture and arrange it evenly.
After this cut the banana in to pieces and arrange them all to cover the mixture.
Dilute honey and spread it over the banana&rsquo;s, it prevents the banana from discolouring.
On top add nuts like cashews, almonds, tutty frutty and cherries also.
Add little sugar on top and now just place this in oven for 180 degree centigrade for 30 minutes.
After 30 minutes take them out from oven and serve hot in the evenings.",3.5,89,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/c0896fc8cc1e97433966bc288219ba45.JPG
TOFU RICE,https://www.vahrehvah.com/tofu-rice,"This is a simple vegetarian dish together with tofu in just a few minutes. It can be served as a main course as it is, or along with a raita. 

    
 
",Vahchef,10 mins,20 mins,20 mins,"8360, 8324, 8334, 9322, 9323, 9324, 9325, 8443, 8328, 8620, 9326, 9327, 8360, 8324, 8334, 9322, 9323, 9324, 9325, 8443, 8328, 8620, 9326, 9327","Heat some oil in a pan, add chopped onion, salt, &nbsp;saute it till onions are slightly transparent.
Now, add chopped capsicum, potatoes, saute for about a minutes&nbsp;put carrot, turmeric and saute it again till it&rsquo;s 80% cooked.
Then season it with coriander powder, cumin powder, red chili powder, tofu and mix it properly.
&nbsp;In the same pan, add boiled rice and mix thoroughly.
Switch off the flame and serve hot in a plate or pack in your kid&rsquo;s lunch box.",3.9231,26,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d7bd581ec60d4717b617d7d18a6cc832.JPG
EGGPLANT PUNUGULU,https://www.vahrehvah.com/eggplant-punugulu,"It is a very popular crispy starter, which is also served in the breakfast and snacks time with tea or coffee.
   
   

",Vahchef,10 mins,20 mins,20 mins,"9328, 8618, 9329, 9263, 8443, 8332, 9330, 8334, 8492, 9331, 8360, 9328, 8618, 9329, 9263, 8443, 8332, 9330, 8334, 8492, 9331, 8360","Cut eggplant into small pieces and add onions, Carom seeds(ajwain), turmeric, coriander powder, ginger garlic paste, red chilly powder, salt, corn flour, soda, water and mix it to make thick and loose batter.
&nbsp;Now drop into small dumplings in hot oil and deep fry them till they become golden color.
Take them out on tissue paper.",3.5,89,51.4,4,0.2,NULL,3.4,0,25,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/b11d3ca31ab91d024e6da079d13ec26a.JPG
SAGO LADDU,https://www.vahrehvah.com/sago-laddu,"A mouth watering sweet recipe which is specially made for fasting as well as during festival days.
",Vahchef,10 mins,6 mins,6 mins,"9332, 9333, 9334, 9335, 9336, 9337, 9332, 9333, 9334, 9335, 9336, 9337","Take some ghee in a hot pan.
Now add almonds, urad dal and roast it for few minutes on a very slow flame.
Also add cashewnuts and sago, then roast it for few more minutes and switch off the flame.
Once it cools down blend it into a coarse powder and take in a bowl.
Now add powdered sugar, ghee and mix it thoroughly.
Now make small ladoo&rsquo;s with your hand and enjoy these mouth watering ladoo&rsquo;s.",3.9167,12,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/e849990a19ea4ebe2ed67bb034ea4e4e.JPG
SWEET POTATO SOUP,https://www.vahrehvah.com/sweet-potato-soup,"Sweet potato soup is a Chinese dessert found in Southern China and Hong Kong. It is very simple and homemade soup which gets creamy texture. 
    ",Vahchef,10 mins,20 mins,20 mins,"9338, 8360, 9339, 9340, 9341, 9342, 9343, 8334, 8558, 9344, 9345, 9338, 8360, 9339, 9340, 9341, 9342, 9343, 8334, 8558, 9344, 9345","Firstly boil sweet potatoes and peel out its skin.
Mash them and keep it aside.
Take oil in a hot pan, then add cinnamon sticks and bay leaf.
Add beans, carrots, cabbage, salt and saute it for 2 minutes.
Now add pepper powder, leeks, sweet potato liquid paste(mixed in water) and let it boil for 2-3 minutes.
Remove the bay leaf and cinnamon sticks from it.
Now switch off the flame and add cream in it.
Mix it and serve hot in a soup bowl.",3.7,59,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d46aa896b5d455980b66805ff9962edc.JPG
